crop,temperature,humidity,rainfall,wind_speed,soil_ph,n_content,p_content,k_content,crop_health_score,health_status,risk_level,primary_risk_factor
Peach,17.1,50.06,117.61,13.12,6.21,58.5,85.0,59.9,94.1,Healthy,Low,Optimal Conditions
Peach,25.97,35.71,31.02,12.71,7.29,118.3,47.4,28.7,65.9,At Risk,Moderate,Humidity Deviation
Peach,11.54,12.57,223.13,48.59,6.34,84.5,13.8,105.4,5.0,High Risk,High,Rainfall Deviation
Peach,21.6,51.44,66.84,14.99,6.89,101.2,54.2,115.0,98.0,Healthy,Low,Optimal Conditions
Peach,27.61,38.08,52.77,26.18,5.84,95.3,64.3,99.2,81.5,Healthy,Low,Humidity Deviation
Peach,6.0,19.37,5.26,39.73,5.93,85.1,79.1,116.5,5.0,High Risk,High,Temperature Deviation
Peach,21.4,46.14,138.51,20.01,5.59,111.6,75.0,20.2,85.0,Healthy,Low,Rainfall Deviation
Peach,25.71,57.52,83.63,17.35,5.69,101.3,27.2,21.6,98.0,Healthy,Low,Optimal Conditions
Peach,12.03,62.71,39.77,28.8,6.66,64.2,15.6,77.1,67.3,At Risk,Moderate,Temperature Deviation
Peach,25.43,66.06,87.2,7.24,7.07,56.9,27.8,64.4,98.0,Healthy,Low,Optimal Conditions
Peach,40.67,12.98,199.83,48.37,7.13,41.0,85.7,32.4,5.0,High Risk,High,Temperature Deviation
Peach,24.98,53.69,97.94,16.93,5.97,30.4,50.1,108.5,98.0,Healthy,Low,Optimal Conditions
Peach,14.66,98.6,234.92,34.21,6.53,122.2,24.8,26.0,13.3,High Risk,High,Rainfall Deviation
Peach,23.07,67.69,62.12,8.18,6.89,119.1,74.6,97.4,98.0,Healthy,Low,Optimal Conditions
Peach,21.97,69.69,109.44,14.04,6.92,134.2,46.0,29.4,98.0,Healthy,Low,Optimal Conditions
Peach,23.61,68.27,49.79,21.27,6.11,119.0,76.3,58.8,94.0,Healthy,Low,Rainfall Deviation
Peach,21.9,76.62,106.09,29.77,6.51,73.7,75.4,20.1,90.1,Healthy,Low,Humidity Deviation
Peach,18.22,63.76,86.28,18.14,6.5,46.6,74.4,45.9,98.0,Healthy,Low,Optimal Conditions
Peach,16.82,14.63,4.96,55.67,5.52,98.6,64.9,115.9,8.8,High Risk,High,Rainfall Deviation
Peach,19.95,60.41,82.38,16.88,7.31,30.4,77.7,110.4,98.0,Healthy,Low,Optimal Conditions
Peach,35.33,97.85,210.43,38.87,5.58,47.3,82.1,69.9,5.0,High Risk,High,Rainfall Deviation
Peach,31.48,11.03,6.02,32.9,6.92,100.6,19.8,40.1,24.6,High Risk,High,Rainfall Deviation
Peach,8.51,95.95,3.82,43.19,6.01,139.8,31.4,39.2,5.0,High Risk,High,Humidity Deviation
Peach,30.21,37.51,124.92,27.09,7.32,98.3,48.0,54.7,70.8,At Risk,Moderate,Humidity Deviation
Peach,26.5,69.6,62.6,13.7,6.54,65.1,78.1,75.5,98.0,Healthy,Low,Optimal Conditions
Peach,22.44,57.14,81.5,6.07,5.72,94.8,64.7,81.8,98.0,Healthy,Low,Optimal Conditions
Peach,32.53,42.97,55.36,21.88,5.89,134.3,81.8,18.5,70.7,At Risk,Moderate,Temperature Deviation
Peach,26.9,37.84,24.19,13.13,6.47,77.8,83.6,22.7,64.5,At Risk,Moderate,Rainfall Deviation
Peach,29.01,19.79,6.12,35.25,6.42,52.0,13.9,24.1,34.1,High Risk,High,Rainfall Deviation
Peach,37.84,18.77,3.0,28.15,5.97,31.0,18.3,70.0,5.0,High Risk,High,Temperature Deviation
Peach,20.4,86.91,144.43,10.22,6.68,123.9,62.2,99.1,62.1,At Risk,Moderate,Humidity Deviation
Peach,13.17,93.4,0.86,47.23,5.84,28.9,34.1,18.9,5.0,High Risk,High,Humidity Deviation
Peach,37.18,92.47,171.7,25.71,6.38,46.9,12.3,64.4,7.1,High Risk,High,Temperature Deviation
Peach,22.53,55.55,90.19,19.86,6.59,97.6,83.5,54.3,98.0,Healthy,Low,Optimal Conditions
Peach,20.83,58.06,92.25,5.07,7.21,29.1,82.1,114.7,98.0,Healthy,Low,Optimal Conditions
Peach,36.17,95.47,3.17,41.43,6.02,39.3,25.0,91.1,5.0,High Risk,High,Humidity Deviation
Peach,26.61,70.65,32.1,11.33,5.74,61.2,19.4,59.7,82.8,Healthy,Low,Rainfall Deviation
Peach,25.79,67.43,79.48,12.67,7.41,84.3,89.6,29.9,98.0,Healthy,Low,Optimal Conditions
Peach,10.44,93.66,9.54,57.58,6.61,101.4,23.3,94.0,5.0,High Risk,High,Humidity Deviation
Peach,19.46,50.84,83.61,9.3,7.47,50.0,79.3,48.2,98.0,Healthy,Low,Optimal Conditions
Peach,26.74,78.21,42.4,14.45,5.71,82.5,89.1,18.6,77.4,Healthy,Low,Humidity Deviation
Peach,26.45,73.8,50.06,23.52,6.94,101.7,79.6,95.9,88.5,Healthy,Low,Rainfall Deviation
Peach,27.28,63.66,66.36,16.58,6.22,116.7,86.4,41.8,98.0,Healthy,Low,Optimal Conditions
Peach,8.74,97.28,1.06,28.4,7.03,65.7,25.2,65.7,5.0,High Risk,High,Humidity Deviation
Peach,39.75,11.53,197.04,40.78,6.55,117.6,48.3,72.2,5.0,High Risk,High,Temperature Deviation
Peach,38.03,23.76,189.61,30.4,6.72,23.2,66.7,92.0,5.0,High Risk,High,Temperature Deviation
Peach,17.96,39.3,144.44,31.77,7.5,126.9,61.2,15.7,74.5,At Risk,Moderate,Humidity Deviation
Peach,16.49,41.85,51.39,16.48,5.85,41.3,78.7,106.7,79.9,Healthy,Low,Humidity Deviation
Peach,26.78,41.57,89.88,30.2,6.76,57.7,39.4,66.8,89.9,Healthy,Low,Humidity Deviation
Peach,16.38,26.45,44.86,14.12,6.14,118.8,38.1,91.0,57.2,At Risk,Moderate,Humidity Deviation
Peach,24.54,45.99,58.39,20.57,6.11,70.8,11.4,90.4,94.2,Healthy,Low,Optimal Conditions
Peach,23.19,61.32,60.08,19.7,6.1,29.3,78.4,31.0,98.0,Healthy,Low,Optimal Conditions
Peach,22.95,52.6,109.12,5.16,5.6,120.0,29.2,110.7,98.0,Healthy,Low,Optimal Conditions
Peach,18.7,50.21,74.13,12.11,5.5,89.7,36.7,56.0,98.0,Healthy,Low,Optimal Conditions
Peach,23.29,54.6,66.74,18.36,6.28,29.2,28.4,47.5,98.0,Healthy,Low,Optimal Conditions
Peach,18.05,78.13,67.62,12.11,7.43,127.3,62.0,21.7,87.8,Healthy,Low,Humidity Deviation
Peach,21.72,59.62,68.45,13.66,6.37,133.7,84.9,74.4,98.0,Healthy,Low,Optimal Conditions
Peach,18.11,74.28,109.48,24.09,6.74,66.2,63.1,24.1,93.6,Healthy,Low,Humidity Deviation
Peach,14.8,77.33,101.08,12.18,7.41,25.7,42.1,32.1,77.8,Healthy,Low,Temperature Deviation
Peach,32.55,39.72,29.25,29.45,6.52,125.2,37.2,83.6,51.5,At Risk,Moderate,Temperature Deviation
Peach,38.78,15.38,3.09,28.92,6.64,62.4,56.7,73.7,5.0,High Risk,High,Temperature Deviation
Peach,27.73,44.15,112.14,21.06,6.63,25.6,72.0,39.4,92.2,Healthy,Low,Humidity Deviation
Peach,20.28,68.92,68.44,15.98,5.99,71.0,89.7,25.6,98.0,Healthy,Low,Optimal Conditions
Peach,33.09,89.04,9.81,38.24,7.49,99.6,75.2,85.3,16.9,High Risk,High,Rainfall Deviation
Peach,4.98,91.44,202.73,43.83,6.07,62.5,59.0,52.0,5.0,High Risk,High,Temperature Deviation
Peach,23.28,70.64,126.82,30.96,7.33,26.9,29.9,20.2,92.9,Healthy,Low,Rainfall Deviation
Peach,13.39,53.18,143.12,18.64,7.19,85.1,47.6,88.4,71.8,At Risk,Moderate,Temperature Deviation
Peach,20.65,66.34,85.2,18.62,5.68,57.6,38.4,59.4,98.0,Healthy,Low,Optimal Conditions
Peach,35.5,12.04,247.87,56.37,6.32,105.2,82.7,103.3,5.0,High Risk,High,Rainfall Deviation
Peach,28.98,44.83,52.11,22.8,7.0,128.7,43.7,27.1,85.3,Healthy,Low,Humidity Deviation
Peach,13.79,88.39,8.6,33.26,6.57,134.4,33.0,66.2,27.7,High Risk,High,Rainfall Deviation
Peach,26.97,51.44,88.31,17.69,7.48,103.8,40.4,58.2,98.0,Healthy,Low,Optimal Conditions
Peach,24.04,64.79,100.97,11.25,6.93,129.9,83.7,88.9,98.0,Healthy,Low,Optimal Conditions
Peach,30.13,70.47,61.31,16.61,6.68,76.7,33.7,105.5,90.8,Healthy,Low,Temperature Deviation
Peach,22.71,66.93,64.45,10.85,6.31,79.5,18.5,25.8,98.0,Healthy,Low,Optimal Conditions
Peach,18.33,55.1,70.06,12.34,5.52,101.1,78.4,89.2,98.0,Healthy,Low,Optimal Conditions
Peach,14.46,88.82,0.38,34.09,5.69,87.2,12.2,116.5,24.6,High Risk,High,Rainfall Deviation
Peach,24.95,66.21,73.96,16.23,7.16,49.0,89.4,17.2,98.0,Healthy,Low,Optimal Conditions
Peach,25.8,53.88,94.91,17.83,7.42,76.9,87.7,58.2,98.0,Healthy,Low,Optimal Conditions
Peach,23.14,63.0,82.9,13.5,6.33,83.0,86.2,67.5,98.0,Healthy,Low,Optimal Conditions
Peach,25.59,56.75,100.81,5.85,6.16,31.3,16.8,84.1,98.0,Healthy,Low,Optimal Conditions
Peach,26.71,60.33,74.77,15.81,6.75,116.0,61.5,32.5,98.0,Healthy,Low,Optimal Conditions
Peach,27.12,46.84,74.92,10.0,6.71,21.2,67.1,39.7,96.2,Healthy,Low,Optimal Conditions
Peach,21.8,66.93,65.1,15.0,7.46,22.7,87.3,16.9,98.0,Healthy,Low,Optimal Conditions
Peach,9.49,13.92,4.25,56.16,5.68,103.4,84.1,37.4,5.0,High Risk,High,Rainfall Deviation
Peach,32.75,91.61,5.28,33.07,6.39,68.5,14.2,80.9,16.6,High Risk,High,Humidity Deviation
Peach,23.09,52.34,117.61,11.15,7.42,40.2,63.5,110.9,97.2,Healthy,Low,Optimal Conditions
Peach,20.82,81.45,73.47,24.31,6.2,96.3,65.1,56.7,82.8,Healthy,Low,Humidity Deviation
Peach,24.07,66.04,109.88,8.35,6.9,23.4,87.6,16.3,98.0,Healthy,Low,Optimal Conditions
Peach,18.76,62.42,76.97,15.99,6.47,70.3,37.9,24.0,98.0,Healthy,Low,Optimal Conditions
Peach,24.39,59.94,63.5,13.16,5.61,81.4,87.2,47.3,98.0,Healthy,Low,Optimal Conditions
Peach,17.37,72.75,62.66,22.23,6.4,41.5,27.9,44.5,93.7,Healthy,Low,Optimal Conditions
Peach,27.17,63.72,94.48,13.58,6.88,137.8,40.8,89.8,98.0,Healthy,Low,Optimal Conditions
Peach,26.54,67.16,105.11,5.08,6.1,36.1,46.3,67.0,98.0,Healthy,Low,Optimal Conditions
Peach,25.23,55.4,102.69,7.66,6.23,94.7,58.4,23.2,98.0,Healthy,Low,Optimal Conditions
Peach,34.0,91.24,270.39,50.28,5.71,59.5,25.1,17.4,5.0,High Risk,High,Rainfall Deviation
Peach,20.02,53.32,64.55,12.89,6.15,129.0,25.0,78.3,98.0,Healthy,Low,Optimal Conditions
Peach,33.93,11.48,3.49,55.46,7.39,74.5,16.4,42.1,5.0,High Risk,High,Rainfall Deviation
Peach,20.39,59.88,89.16,6.84,7.28,94.4,57.8,118.7,98.0,Healthy,Low,Optimal Conditions
Peach,27.66,42.42,131.28,29.58,7.33,40.1,64.4,48.3,83.2,Healthy,Low,Humidity Deviation
Peach,34.53,20.26,2.02,28.32,7.14,45.7,12.1,37.9,10.1,High Risk,High,Rainfall Deviation
Peach,20.19,49.99,40.07,17.2,6.88,50.3,82.7,71.5,88.4,Healthy,Low,Rainfall Deviation
Peach,13.88,93.87,265.17,37.22,7.48,96.4,79.8,99.8,7.2,High Risk,High,Rainfall Deviation
Peach,21.77,43.59,127.74,15.73,6.14,99.9,16.3,80.9,85.9,Healthy,Low,Humidity Deviation
Peach,38.14,90.6,231.11,53.17,6.79,114.3,56.6,42.1,5.0,High Risk,High,Temperature Deviation
Peach,18.09,65.62,102.36,16.52,5.65,111.5,13.7,26.1,98.0,Healthy,Low,Optimal Conditions
Peach,22.76,66.32,93.98,7.3,5.95,54.3,19.9,45.2,98.0,Healthy,Low,Optimal Conditions
Peach,34.18,43.4,114.93,26.32,5.84,89.6,81.2,17.4,65.6,At Risk,Moderate,Temperature Deviation
Peach,13.2,33.3,108.37,11.32,6.86,53.4,14.4,84.9,63.2,At Risk,Moderate,Humidity Deviation
Peach,28.87,56.36,37.66,12.84,7.32,75.2,71.1,24.4,83.5,Healthy,Low,Rainfall Deviation
Peach,22.95,56.31,60.25,7.75,5.94,54.6,80.2,59.2,98.0,Healthy,Low,Optimal Conditions
Peach,27.27,65.54,97.56,24.09,5.68,75.1,89.5,90.2,98.0,Healthy,Low,Optimal Conditions
Peach,33.89,39.73,47.18,11.38,7.08,128.6,50.9,70.9,56.6,At Risk,Moderate,Temperature Deviation
Peach,26.57,50.3,91.23,18.61,5.71,135.1,87.4,112.6,98.0,Healthy,Low,Optimal Conditions
Peach,14.33,79.05,23.98,16.16,6.01,28.6,87.8,21.3,52.6,At Risk,Moderate,Rainfall Deviation
Peach,33.11,93.68,215.37,54.46,6.8,26.8,79.2,110.1,5.0,High Risk,High,Rainfall Deviation
Peach,23.26,55.62,60.74,12.19,5.76,42.0,48.5,106.0,98.0,Healthy,Low,Optimal Conditions
Peach,42.9,89.33,1.83,29.64,5.84,123.7,52.2,89.1,5.0,High Risk,High,Temperature Deviation
Peach,23.32,69.54,76.49,15.12,5.85,34.6,72.7,103.6,98.0,Healthy,Low,Optimal Conditions
Peach,11.86,80.71,65.35,17.13,7.24,132.4,45.3,70.9,62.4,At Risk,Moderate,Temperature Deviation
Peach,28.38,77.38,124.9,24.3,7.29,75.1,10.7,81.2,82.0,Healthy,Low,Humidity Deviation
Peach,17.63,75.52,60.54,30.59,6.43,66.6,81.5,110.6,90.4,Healthy,Low,Humidity Deviation
Peach,23.92,69.27,62.77,5.6,6.53,54.9,56.5,91.1,98.0,Healthy,Low,Optimal Conditions
Peach,26.82,55.54,79.07,10.06,7.18,40.5,12.3,117.0,98.0,Healthy,Low,Optimal Conditions
Peach,12.31,93.55,185.85,32.64,7.02,110.4,14.8,48.9,17.5,High Risk,High,Humidity Deviation
Peach,26.29,58.44,106.3,19.95,7.06,100.0,41.4,22.0,98.0,Healthy,Low,Optimal Conditions
Peach,16.84,82.0,76.74,27.24,7.44,98.7,54.3,46.1,77.9,Healthy,Low,Humidity Deviation
Peach,24.18,59.76,97.95,11.18,7.47,67.7,36.6,106.5,98.0,Healthy,Low,Optimal Conditions
Peach,26.71,50.55,94.63,6.08,5.8,104.0,33.2,37.1,98.0,Healthy,Low,Optimal Conditions
Peach,35.44,18.65,9.99,37.08,7.16,48.5,46.9,35.4,8.0,High Risk,High,Humidity Deviation
Peach,40.33,10.42,3.68,34.22,5.67,79.0,14.0,67.9,5.0,High Risk,High,Temperature Deviation
Peach,22.76,58.37,75.26,11.73,6.45,120.0,63.3,60.5,98.0,Healthy,Low,Optimal Conditions
Peach,11.16,96.68,220.47,56.52,7.26,109.7,84.2,73.1,5.0,High Risk,High,Rainfall Deviation
Peach,27.68,59.28,92.07,10.6,6.77,106.4,60.0,69.0,98.0,Healthy,Low,Optimal Conditions
Peach,24.44,68.17,60.35,7.01,5.74,130.8,63.0,114.9,98.0,Healthy,Low,Optimal Conditions
Peach,17.21,75.05,44.09,26.15,6.61,86.5,64.8,50.0,80.4,Healthy,Low,Rainfall Deviation
Peach,23.83,58.43,82.21,9.09,6.07,103.9,10.3,25.0,98.0,Healthy,Low,Optimal Conditions
Peach,28.67,90.29,183.8,41.2,6.01,90.7,67.4,53.9,30.8,High Risk,High,Humidity Deviation
Peach,27.44,79.28,88.8,11.67,6.81,33.3,82.4,51.7,86.1,Healthy,Low,Humidity Deviation
Peach,14.7,27.75,81.12,27.71,7.37,139.8,44.7,38.8,61.8,At Risk,Moderate,Humidity Deviation
Peach,16.91,70.43,121.8,21.76,6.77,40.4,22.1,32.1,91.3,Healthy,Low,Optimal Conditions
Peach,28.48,76.32,42.79,12.43,6.86,45.7,63.4,105.5,78.6,Healthy,Low,Rainfall Deviation
Peach,33.81,41.22,75.05,19.53,5.51,38.9,44.7,85.1,66.2,At Risk,Moderate,Temperature Deviation
Peach,22.48,50.26,83.88,18.44,6.69,72.9,23.0,36.3,98.0,Healthy,Low,Optimal Conditions
Peach,25.42,51.54,79.2,16.25,6.93,89.3,55.7,24.5,98.0,Healthy,Low,Optimal Conditions
Peach,23.35,56.96,60.95,16.97,6.81,59.1,17.9,77.1,98.0,Healthy,Low,Optimal Conditions
Peach,20.55,64.43,76.41,7.04,6.46,119.4,78.0,104.2,98.0,Healthy,Low,Optimal Conditions
Peach,25.91,67.0,82.98,9.78,6.9,128.5,87.8,45.5,98.0,Healthy,Low,Optimal Conditions
Peach,39.49,88.46,8.95,33.03,6.66,116.5,70.2,80.0,5.0,High Risk,High,Temperature Deviation
Peach,25.24,65.46,96.14,16.49,6.36,139.3,71.7,75.8,98.0,Healthy,Low,Optimal Conditions
Peach,40.0,14.67,2.51,36.79,5.63,112.8,67.2,73.0,5.0,High Risk,High,Temperature Deviation
Peach,28.58,37.58,38.45,16.17,6.55,114.7,44.6,36.4,70.2,At Risk,Moderate,Humidity Deviation
Peach,24.63,58.47,66.27,15.12,5.92,81.1,34.5,112.8,98.0,Healthy,Low,Optimal Conditions
Peach,22.2,69.19,75.94,14.67,6.13,33.3,60.2,111.2,98.0,Healthy,Low,Optimal Conditions
Peach,31.54,74.41,73.94,20.56,6.96,88.0,26.4,35.5,79.2,Healthy,Low,Temperature Deviation
Peach,22.83,60.06,107.75,6.5,6.26,81.7,87.0,68.0,98.0,Healthy,Low,Optimal Conditions
Peach,17.03,68.08,114.75,26.06,7.19,86.4,68.0,46.8,94.9,Healthy,Low,Optimal Conditions
Peach,18.18,45.24,71.62,12.71,6.49,100.3,21.9,67.2,94.3,Healthy,Low,Humidity Deviation
Peach,22.33,85.76,105.34,18.04,5.84,77.3,40.9,33.7,76.4,Healthy,Low,Humidity Deviation
Peach,22.22,52.63,66.56,14.71,6.91,132.9,17.0,27.4,98.0,Healthy,Low,Optimal Conditions
Peach,23.32,62.45,80.18,16.97,6.87,138.3,21.0,21.1,98.0,Healthy,Low,Optimal Conditions
Peach,18.19,68.65,75.2,13.29,6.14,49.5,22.2,48.6,98.0,Healthy,Low,Optimal Conditions
Peach,17.24,56.27,132.86,12.53,7.5,125.1,41.4,41.6,89.0,Healthy,Low,Rainfall Deviation
Peach,32.07,21.49,195.3,28.4,6.64,117.8,53.0,106.6,22.7,High Risk,High,Rainfall Deviation
Peach,36.64,89.63,9.37,44.2,6.57,44.4,57.3,67.8,5.0,High Risk,High,Temperature Deviation
Peach,12.02,71.78,97.85,13.05,5.92,86.4,83.5,49.3,76.4,Healthy,Low,Temperature Deviation
Peach,23.64,57.13,105.52,10.67,6.48,84.0,72.6,74.2,98.0,Healthy,Low,Optimal Conditions
Peach,19.24,68.76,100.08,5.34,7.14,90.9,51.5,16.3,98.0,Healthy,Low,Optimal Conditions
Peach,18.58,72.41,34.51,22.04,5.76,68.1,38.1,94.4,81.5,Healthy,Low,Rainfall Deviation
Peach,24.28,40.94,136.36,13.76,5.5,91.4,86.2,82.9,79.5,Healthy,Low,Humidity Deviation
Peach,23.4,68.19,60.33,7.5,7.13,127.3,66.6,119.1,98.0,Healthy,Low,Optimal Conditions
Peach,23.46,63.7,95.13,16.9,7.34,63.4,13.4,53.1,98.0,Healthy,Low,Optimal Conditions
Peach,17.65,50.01,47.26,25.9,6.84,115.9,79.4,101.1,91.3,Healthy,Low,Rainfall Deviation
Peach,21.09,60.05,86.76,9.7,6.58,32.7,28.5,93.3,98.0,Healthy,Low,Optimal Conditions
Peach,19.39,55.75,78.55,9.93,6.25,36.8,23.2,39.8,98.0,Healthy,Low,Optimal Conditions
Peach,21.36,65.83,86.28,13.64,6.62,67.9,88.4,18.9,98.0,Healthy,Low,Optimal Conditions
Peach,20.85,67.63,105.94,17.69,6.33,129.8,17.9,83.5,98.0,Healthy,Low,Optimal Conditions
Peach,30.37,20.31,7.17,51.19,7.37,43.2,50.0,119.4,5.4,High Risk,High,Rainfall Deviation
Peach,21.62,32.95,131.12,23.35,5.57,37.2,39.7,89.1,71.9,At Risk,Moderate,Humidity Deviation
Peach,31.7,81.66,129.31,21.75,6.76,130.7,51.0,103.0,60.7,At Risk,Moderate,Humidity Deviation
Peach,27.77,51.58,96.24,14.91,5.88,66.7,35.0,24.9,98.0,Healthy,Low,Optimal Conditions
Peach,30.35,63.39,67.42,23.22,6.13,55.6,52.5,47.1,90.6,Healthy,Low,Temperature Deviation
Peach,18.26,93.24,1.89,33.02,6.66,30.5,43.9,49.6,31.2,High Risk,High,Humidity Deviation
Peach,37.43,98.6,239.14,26.49,6.87,51.5,86.7,37.1,5.0,High Risk,High,Rainfall Deviation
Peach,22.98,92.92,45.2,25.89,6.61,35.3,59.1,100.1,57.0,At Risk,Moderate,Humidity Deviation
Peach,29.58,79.68,83.1,18.74,6.84,34.5,83.8,101.9,79.2,Healthy,Low,Humidity Deviation
Peach,21.48,58.65,80.06,8.87,7.48,117.3,31.4,118.1,98.0,Healthy,Low,Optimal Conditions
Peach,22.38,61.39,61.88,7.42,6.02,106.4,85.2,80.6,98.0,Healthy,Low,Optimal Conditions
Peach,24.62,36.49,132.12,14.86,5.6,31.9,35.9,67.9,75.7,Healthy,Low,Humidity Deviation
Peach,10.71,97.75,195.39,45.26,7.5,114.2,19.7,86.3,5.0,High Risk,High,Humidity Deviation
Peach,15.87,31.08,52.2,19.33,6.85,82.6,18.9,98.6,65.3,At Risk,Moderate,Humidity Deviation
Peach,30.85,91.27,87.15,21.28,6.18,75.8,60.8,31.8,56.7,At Risk,Moderate,Humidity Deviation
Peach,30.43,97.68,7.84,34.31,5.77,69.2,57.2,44.8,24.9,High Risk,High,Humidity Deviation
Peach,30.55,89.51,3.53,41.26,6.38,82.8,78.8,81.3,18.2,High Risk,High,Rainfall Deviation
Peach,19.73,56.98,107.45,6.17,6.92,24.0,39.0,95.9,98.0,Healthy,Low,Optimal Conditions
Peach,22.3,68.11,63.31,12.91,6.23,135.7,73.5,27.8,98.0,Healthy,Low,Optimal Conditions
Peach,37.45,95.65,219.2,28.23,6.37,93.1,19.5,81.2,5.0,High Risk,High,Rainfall Deviation
Peach,15.22,93.09,4.08,49.47,5.54,82.4,30.5,28.8,5.0,High Risk,High,Humidity Deviation
Peach,30.86,74.79,89.49,20.62,6.3,95.5,25.4,22.4,81.4,Healthy,Low,Temperature Deviation
Peach,23.24,61.24,90.07,13.23,5.99,111.7,17.0,35.8,98.0,Healthy,Low,Optimal Conditions
Peach,15.7,74.54,134.28,13.23,6.21,86.6,22.3,28.4,76.3,Healthy,Low,Rainfall Deviation
Peach,23.6,73.52,104.87,25.87,6.33,101.7,60.3,32.2,94.7,Healthy,Low,Humidity Deviation
Peach,29.57,49.1,62.44,15.21,5.72,34.4,58.3,19.0,92.6,Healthy,Low,Temperature Deviation
Peach,14.45,89.56,8.91,56.1,7.11,45.1,22.5,61.7,5.0,High Risk,High,Rainfall Deviation
Peach,25.74,78.62,76.52,31.2,7.22,82.7,50.8,37.7,87.1,Healthy,Low,Humidity Deviation
Peach,13.65,92.78,81.14,29.49,5.75,20.3,24.3,101.5,50.6,At Risk,Moderate,Humidity Deviation
Peach,14.57,96.57,183.77,28.17,6.98,105.9,65.2,44.1,26.2,High Risk,High,Humidity Deviation
Peach,13.51,75.81,129.41,25.61,6.12,99.5,39.4,114.2,68.5,At Risk,Moderate,Temperature Deviation
Peach,24.03,65.0,105.32,11.57,6.22,71.6,35.9,83.7,98.0,Healthy,Low,Optimal Conditions
Peach,28.59,16.9,8.65,41.16,5.99,82.0,52.1,94.1,28.4,High Risk,High,Humidity Deviation
Peach,33.18,86.99,64.99,31.77,7.23,82.5,34.9,74.8,53.8,At Risk,Moderate,Humidity Deviation
Peach,17.17,72.33,132.24,13.56,7.01,116.0,86.1,72.7,85.5,Healthy,Low,Rainfall Deviation
Peach,13.17,81.7,34.58,12.82,6.47,38.9,65.5,75.4,50.7,At Risk,Moderate,Humidity Deviation
Peach,18.15,78.47,49.79,16.26,6.16,49.1,25.7,76.8,81.3,Healthy,Low,Humidity Deviation
Peach,29.99,89.47,73.26,17.97,6.97,62.1,34.4,36.2,62.8,At Risk,Moderate,Humidity Deviation
Peach,5.64,98.96,205.62,42.98,5.68,62.3,63.5,111.2,5.0,High Risk,High,Temperature Deviation
Peach,23.65,62.72,63.54,10.13,6.87,108.3,38.5,15.7,98.0,Healthy,Low,Optimal Conditions
Peach,23.38,61.03,87.79,15.83,7.34,138.8,66.1,69.0,98.0,Healthy,Low,Optimal Conditions
Peach,21.84,61.45,109.99,6.9,7.09,139.9,74.4,95.6,98.0,Healthy,Low,Optimal Conditions
Peach,18.03,54.52,99.49,6.61,6.09,87.5,56.4,72.0,98.0,Healthy,Low,Optimal Conditions
Peach,34.14,19.25,6.73,48.56,6.33,118.6,68.4,71.8,5.0,High Risk,High,Rainfall Deviation
Peach,7.54,24.03,5.4,40.51,7.25,86.6,68.6,59.5,5.0,High Risk,High,Temperature Deviation
Peach,24.48,62.68,63.57,7.56,6.45,73.6,70.2,55.7,98.0,Healthy,Low,Optimal Conditions
Peach,20.29,85.23,137.77,13.04,6.27,39.0,18.5,83.1,67.1,At Risk,Moderate,Humidity Deviation
Peach,11.08,89.06,242.28,36.5,6.01,23.5,42.8,17.8,5.0,High Risk,High,Rainfall Deviation
Peach,25.92,56.3,88.38,9.47,7.36,107.5,39.5,37.1,98.0,Healthy,Low,Optimal Conditions
Peach,25.62,59.06,71.6,18.79,6.28,85.2,78.6,102.5,98.0,Healthy,Low,Optimal Conditions
Peach,22.67,73.18,102.48,28.04,5.89,85.8,72.6,102.1,95.2,Healthy,Low,Optimal Conditions
Peach,16.21,71.91,120.98,24.25,6.95,70.7,52.9,40.2,86.9,Healthy,Low,Temperature Deviation
Peach,21.09,46.32,73.01,29.21,6.12,119.6,36.6,98.4,95.6,Healthy,Low,Optimal Conditions
Peach,24.55,63.54,84.57,15.31,7.35,108.1,86.9,62.1,98.0,Healthy,Low,Optimal Conditions
Peach,30.3,71.33,110.75,16.06,7.41,42.4,23.6,99.5,88.5,Healthy,Low,Temperature Deviation
Peach,18.95,54.53,104.42,9.2,6.89,67.4,31.0,30.1,98.0,Healthy,Low,Optimal Conditions
Peach,34.27,92.31,1.82,38.17,7.14,94.8,86.6,110.0,5.0,High Risk,High,Rainfall Deviation
Peach,18.43,57.98,86.1,12.73,5.77,35.0,13.7,104.3,98.0,Healthy,Low,Optimal Conditions
Peach,5.89,13.31,2.62,26.97,5.87,20.3,18.7,79.8,5.0,High Risk,High,Temperature Deviation
Peach,22.26,60.07,105.33,12.11,5.79,54.7,63.8,26.8,98.0,Healthy,Low,Optimal Conditions
Peach,27.96,50.11,67.61,17.66,5.7,24.0,19.7,87.8,98.0,Healthy,Low,Optimal Conditions
Peach,5.85,94.32,6.63,42.73,7.22,121.2,80.0,95.7,5.0,High Risk,High,Temperature Deviation
Peach,32.55,89.42,1.82,30.89,7.05,37.8,43.3,91.5,18.7,High Risk,High,Rainfall Deviation
Peach,21.14,63.35,69.39,19.28,5.88,110.0,74.2,54.3,98.0,Healthy,Low,Optimal Conditions
Peach,19.66,69.71,96.27,11.75,6.01,22.3,63.6,115.5,98.0,Healthy,Low,Optimal Conditions
Peach,25.54,53.06,99.61,10.56,6.92,131.2,59.6,111.7,98.0,Healthy,Low,Optimal Conditions
