crop,temperature,humidity,rainfall,wind_speed,soil_ph,n_content,p_content,k_content,crop_health_score,health_status,risk_level,primary_risk_factor
Wheat,20.78,69.16,75.15,6.24,7.05,60.8,78.5,60.6,98.0,Healthy,Low,Optimal Conditions
Wheat,16.91,65.38,63.28,16.51,6.01,58.6,47.2,114.0,98.0,Healthy,Low,Optimal Conditions
Wheat,33.16,17.24,9.01,51.46,6.71,33.4,19.2,99.2,5.0,High Risk,High,Temperature Deviation
Wheat,12.85,84.69,77.6,27.64,7.63,78.0,43.3,117.7,70.4,At Risk,Moderate,Humidity Deviation
Wheat,17.15,55.84,58.64,10.69,7.78,93.8,43.0,113.1,98.0,Healthy,Low,Optimal Conditions
Maize,22.1,66.32,96.93,5.59,6.27,97.9,65.8,82.0,98.0,Healthy,Low,Optimal Conditions
Maize,20.94,63.54,67.73,19.21,6.44,58.1,71.3,67.3,98.0,Healthy,Low,Optimal Conditions
Maize,28.12,72.34,100.38,5.7,6.66,111.6,20.9,39.0,98.0,Healthy,Low,Optimal Conditions
Maize,36.96,23.63,223.18,39.48,6.0,65.0,50.7,48.5,5.0,High Risk,High,Rainfall Deviation
Maize,36.48,11.9,8.5,31.96,6.74,27.3,43.1,72.4,14.1,High Risk,High,Rainfall Deviation
Maize,27.49,71.56,106.27,5.58,5.77,84.4,84.8,102.7,98.0,Healthy,Low,Optimal Conditions
Maize,5.26,22.07,208.89,49.29,5.68,127.6,42.4,62.8,5.0,High Risk,High,Temperature Deviation
Maize,14.28,46.49,56.19,21.74,5.3,48.9,26.7,41.3,67.6,At Risk,Moderate,Temperature Deviation
Maize,13.84,10.32,222.77,32.99,7.08,57.2,78.7,88.5,14.2,High Risk,High,Rainfall Deviation
Maize,20.76,69.65,97.01,5.04,5.32,117.1,30.8,81.8,98.0,Healthy,Low,Optimal Conditions
Maize,15.47,84.56,46.87,24.21,5.66,131.9,40.6,91.6,62.1,At Risk,Moderate,Temperature Deviation
Maize,22.05,64.74,112.7,12.91,7.53,78.1,49.2,27.6,98.0,Healthy,Low,Optimal Conditions
Maize,36.93,16.9,273.42,40.75,6.11,66.6,29.4,112.1,5.0,High Risk,High,Rainfall Deviation
Maize,31.39,57.79,130.02,22.25,7.07,60.3,71.2,60.4,91.1,Healthy,Low,Temperature Deviation
Maize,29.07,41.92,47.05,26.63,6.39,25.2,34.8,48.6,76.7,Healthy,Low,Humidity Deviation
Maize,18.24,90.22,9.96,27.34,5.37,49.4,80.5,58.7,41.8,High Risk,High,Rainfall Deviation
Maize,23.36,55.4,86.49,25.42,5.57,112.7,49.3,97.3,98.0,Healthy,Low,Optimal Conditions
Maize,26.11,41.27,112.44,24.77,5.69,78.4,69.1,106.0,83.5,Healthy,Low,Humidity Deviation
Maize,21.06,58.5,116.55,23.77,7.44,80.7,16.2,47.2,98.0,Healthy,Low,Optimal Conditions
Maize,36.71,83.94,107.95,22.78,7.05,69.3,60.3,88.4,59.7,At Risk,Moderate,Temperature Deviation
Maize,15.2,73.77,43.15,27.77,6.16,32.1,87.0,83.5,73.4,At Risk,Moderate,Temperature Deviation
Maize,27.84,73.32,138.81,23.04,6.21,80.2,58.4,73.8,93.7,Healthy,Low,Rainfall Deviation
Maize,34.89,39.5,46.73,26.15,6.83,125.0,16.6,111.1,54.1,At Risk,Moderate,Temperature Deviation
Maize,24.91,63.77,105.62,11.3,7.56,128.3,79.8,22.5,98.0,Healthy,Low,Optimal Conditions
Maize,12.38,20.72,5.49,29.6,6.03,127.4,87.8,105.2,11.5,High Risk,High,Rainfall Deviation
Maize,29.47,63.47,60.56,11.64,5.41,85.3,37.1,64.7,98.0,Healthy,Low,Optimal Conditions
Maize,23.71,95.4,69.33,28.16,5.43,77.6,52.8,32.8,69.4,At Risk,Moderate,Humidity Deviation
Maize,24.4,71.66,115.76,14.43,6.25,50.5,88.6,118.2,98.0,Healthy,Low,Optimal Conditions
Maize,11.11,88.0,7.45,38.52,6.46,62.6,35.7,116.2,13.4,High Risk,High,Temperature Deviation
Maize,17.57,42.37,57.72,11.11,5.55,125.7,52.2,101.6,75.0,Healthy,Low,Humidity Deviation
Maize,40.47,95.95,5.47,30.62,7.65,39.0,49.0,53.2,5.0,High Risk,High,Temperature Deviation
Maize,29.08,32.5,126.99,20.56,6.27,38.2,45.3,95.9,70.7,At Risk,Moderate,Humidity Deviation
Maize,20.05,68.37,118.36,14.1,5.59,58.5,79.4,39.4,98.0,Healthy,Low,Optimal Conditions
Maize,27.19,47.09,71.87,14.74,7.37,133.1,51.5,52.0,90.5,Healthy,Low,Humidity Deviation
Maize,20.5,60.37,99.25,13.0,7.57,67.6,65.5,66.4,98.0,Healthy,Low,Optimal Conditions
Maize,29.81,53.21,27.31,13.57,7.66,29.1,64.3,33.5,78.8,Healthy,Low,Rainfall Deviation
Maize,19.67,42.98,111.92,20.85,6.69,42.7,82.1,85.8,84.4,Healthy,Low,Humidity Deviation
Maize,17.87,54.37,125.03,25.05,6.5,113.4,77.3,75.9,90.1,Healthy,Low,Temperature Deviation
Maize,26.29,54.21,90.02,21.8,5.97,27.4,23.0,109.0,98.0,Healthy,Low,Optimal Conditions
Maize,21.75,81.68,58.75,20.91,6.1,28.5,17.2,60.5,89.3,Healthy,Low,Humidity Deviation
Maize,25.16,61.1,101.27,17.96,6.02,43.2,19.3,79.7,98.0,Healthy,Low,Optimal Conditions
Maize,21.88,68.06,68.91,13.31,6.57,108.1,14.4,108.2,98.0,Healthy,Low,Optimal Conditions
Maize,16.63,49.6,50.6,16.15,5.61,96.7,16.0,29.1,76.2,Healthy,Low,Temperature Deviation
Maize,35.28,54.18,90.87,20.09,6.92,79.7,17.5,45.5,77.9,Healthy,Low,Temperature Deviation
Maize,33.15,17.19,0.4,38.42,7.31,98.1,59.1,50.1,17.5,High Risk,High,Rainfall Deviation
Maize,31.36,95.69,6.67,25.28,5.53,26.5,68.0,23.5,32.4,High Risk,High,Rainfall Deviation
Maize,17.82,48.31,63.21,17.41,6.67,123.3,16.3,22.6,84.3,Healthy,Low,Humidity Deviation
Maize,39.72,17.6,246.82,48.85,5.91,126.0,54.9,34.5,5.0,High Risk,High,Rainfall Deviation
Maize,24.94,74.23,106.18,12.32,6.11,85.9,69.9,97.3,98.0,Healthy,Low,Optimal Conditions
Maize,27.21,68.16,117.55,18.97,7.19,106.8,31.9,103.8,98.0,Healthy,Low,Optimal Conditions
Maize,22.72,62.68,110.16,7.23,6.39,79.1,12.9,35.6,98.0,Healthy,Low,Optimal Conditions
Maize,10.16,94.5,7.48,52.28,5.91,119.6,66.3,114.3,5.0,High Risk,High,Temperature Deviation
Maize,26.62,64.3,97.84,11.74,5.75,80.9,52.3,100.1,98.0,Healthy,Low,Optimal Conditions
Maize,17.34,55.38,114.46,26.13,5.53,134.2,59.8,89.2,90.7,Healthy,Low,Temperature Deviation
Maize,24.12,59.48,115.95,12.32,6.81,108.1,39.7,90.6,98.0,Healthy,Low,Optimal Conditions
Maize,21.08,84.82,51.74,28.48,7.04,127.4,19.4,119.0,80.4,Healthy,Low,Humidity Deviation
Maize,20.12,74.95,76.86,15.02,5.72,89.6,82.3,48.6,98.0,Healthy,Low,Optimal Conditions
Maize,35.67,48.1,71.12,20.4,5.39,96.6,14.0,112.3,69.0,At Risk,Moderate,Temperature Deviation
Maize,10.63,12.36,6.81,40.42,7.46,110.1,49.1,78.3,5.0,High Risk,High,Temperature Deviation
Maize,29.84,68.35,62.63,9.9,6.8,26.8,11.9,62.3,98.0,Healthy,Low,Optimal Conditions
Maize,24.38,60.25,69.88,15.34,6.53,44.0,35.6,77.1,98.0,Healthy,Low,Optimal Conditions
Maize,21.47,56.46,108.74,16.29,7.11,106.0,63.6,65.1,98.0,Healthy,Low,Optimal Conditions
Maize,21.79,44.64,84.84,28.39,6.3,111.8,24.0,48.8,87.6,Healthy,Low,Humidity Deviation
Maize,38.4,21.24,2.67,43.55,6.78,77.9,17.5,95.6,5.0,High Risk,High,Temperature Deviation
Maize,21.09,61.54,55.76,12.79,6.41,121.4,81.8,42.8,97.5,Healthy,Low,Optimal Conditions
Maize,19.69,91.34,74.42,21.82,7.32,24.0,39.3,39.9,74.4,At Risk,Moderate,Humidity Deviation
Maize,20.72,74.08,73.4,18.83,6.32,138.3,54.3,112.7,98.0,Healthy,Low,Optimal Conditions
Maize,27.48,73.06,68.38,6.44,6.32,132.0,53.4,70.4,98.0,Healthy,Low,Optimal Conditions
Maize,20.01,71.2,65.25,14.51,7.5,45.0,63.2,23.3,98.0,Healthy,Low,Optimal Conditions
Maize,24.39,50.04,41.71,30.27,5.61,73.5,75.2,108.4,83.4,Healthy,Low,Rainfall Deviation
Maize,29.36,47.15,98.0,18.61,7.01,99.1,60.0,44.7,90.6,Healthy,Low,Humidity Deviation
Maize,21.03,69.38,90.23,15.63,5.9,58.9,36.7,17.7,98.0,Healthy,Low,Optimal Conditions
Maize,28.03,72.95,91.09,11.83,5.37,125.5,11.0,114.2,98.0,Healthy,Low,Optimal Conditions
Maize,17.74,47.26,137.13,30.55,5.79,37.6,78.5,86.5,77.1,Healthy,Low,Humidity Deviation
Maize,22.69,71.01,87.23,15.06,6.06,65.7,89.3,41.0,98.0,Healthy,Low,Optimal Conditions
Maize,19.13,45.4,67.44,15.58,7.56,128.7,55.3,52.2,85.4,Healthy,Low,Humidity Deviation
Maize,24.12,69.55,87.1,17.85,7.57,60.3,54.9,25.0,98.0,Healthy,Low,Optimal Conditions
Maize,24.13,59.12,112.59,7.37,6.39,92.7,65.3,55.2,98.0,Healthy,Low,Optimal Conditions
Maize,37.96,11.98,279.86,26.17,7.49,34.2,61.7,41.3,5.0,High Risk,High,Rainfall Deviation
Maize,11.74,16.16,8.82,31.93,5.32,95.3,35.3,117.2,11.2,High Risk,High,Humidity Deviation
Maize,23.46,62.16,60.51,17.59,5.38,132.8,81.4,71.2,98.0,Healthy,Low,Optimal Conditions
Maize,27.42,45.41,70.5,22.41,6.49,107.8,40.7,114.2,88.5,Healthy,Low,Humidity Deviation
Maize,28.79,58.03,63.99,20.79,5.92,126.2,56.2,38.2,98.0,Healthy,Low,Optimal Conditions
Maize,28.03,55.88,119.53,6.96,7.21,67.4,49.4,107.5,98.0,Healthy,Low,Optimal Conditions
Maize,25.37,55.99,60.14,8.67,6.93,34.6,19.1,58.2,98.0,Healthy,Low,Optimal Conditions
Maize,28.24,36.11,77.17,12.09,5.53,107.4,35.9,117.6,77.3,Healthy,Low,Humidity Deviation
Maize,24.45,57.26,81.08,19.97,7.43,25.8,55.1,83.0,98.0,Healthy,Low,Optimal Conditions
Maize,21.45,73.09,118.13,19.88,7.2,99.6,37.7,33.0,98.0,Healthy,Low,Optimal Conditions
Maize,26.93,70.69,109.59,18.71,7.41,140.0,29.5,95.1,98.0,Healthy,Low,Optimal Conditions
Maize,28.33,43.6,104.01,29.69,7.66,96.4,22.9,110.1,86.3,Healthy,Low,Humidity Deviation
Maize,19.35,48.21,72.46,19.84,6.04,77.9,35.8,103.1,89.6,Healthy,Low,Humidity Deviation
Maize,26.6,57.74,101.21,18.7,6.76,87.2,86.9,80.9,98.0,Healthy,Low,Optimal Conditions
Maize,22.92,69.11,104.13,9.55,6.13,138.9,18.2,57.5,98.0,Healthy,Low,Optimal Conditions
Maize,28.21,56.85,100.44,5.85,6.91,121.2,41.9,69.8,98.0,Healthy,Low,Optimal Conditions
Maize,23.0,71.07,76.32,15.84,5.79,50.0,36.9,76.9,98.0,Healthy,Low,Optimal Conditions
Maize,23.23,49.78,72.05,15.4,5.56,115.3,17.9,43.5,93.7,Healthy,Low,Humidity Deviation
Maize,33.26,98.36,234.12,53.2,5.95,76.6,66.9,61.1,5.0,High Risk,High,Rainfall Deviation
Maize,27.06,73.23,99.15,16.61,6.16,42.0,61.4,49.4,98.0,Healthy,Low,Optimal Conditions
Maize,40.29,12.55,208.57,40.72,6.67,72.3,43.2,91.9,5.0,High Risk,High,Temperature Deviation
Maize,21.14,81.17,40.85,27.11,7.07,127.2,45.8,70.7,79.6,Healthy,Low,Rainfall Deviation
Maize,28.5,59.59,74.38,10.59,5.85,87.3,20.8,48.6,98.0,Healthy,Low,Optimal Conditions
Maize,34.74,96.98,7.63,53.04,6.75,43.8,49.6,92.9,5.0,High Risk,High,Humidity Deviation
Maize,31.49,83.12,43.0,28.19,6.73,115.3,89.1,86.3,71.9,At Risk,Moderate,Humidity Deviation
Maize,30.99,11.9,242.42,46.3,7.63,64.8,64.5,21.7,9.1,High Risk,High,Rainfall Deviation
Maize,29.64,65.78,77.27,6.8,6.99,97.4,39.9,114.8,98.0,Healthy,Low,Optimal Conditions
Maize,23.04,73.42,79.26,8.78,6.58,118.9,18.3,114.0,98.0,Healthy,Low,Optimal Conditions
Maize,34.2,86.7,59.96,25.88,7.55,31.0,11.6,99.6,65.6,At Risk,Moderate,Humidity Deviation
Maize,29.87,67.39,99.05,7.98,5.88,99.1,82.8,118.2,98.0,Healthy,Low,Optimal Conditions
Maize,21.34,56.13,112.1,9.42,5.3,46.9,37.2,119.1,98.0,Healthy,Low,Optimal Conditions
Maize,17.52,68.0,98.48,18.31,6.06,101.3,33.2,75.6,91.3,Healthy,Low,Temperature Deviation
Maize,21.91,63.15,116.22,10.66,6.89,50.6,20.2,21.1,98.0,Healthy,Low,Optimal Conditions
Maize,21.58,58.48,105.65,5.24,6.64,65.5,50.5,74.1,98.0,Healthy,Low,Optimal Conditions
Maize,22.95,69.67,112.28,7.89,5.53,127.7,38.0,72.9,98.0,Healthy,Low,Optimal Conditions
Maize,21.26,66.79,91.51,8.04,6.38,115.6,57.2,25.2,98.0,Healthy,Low,Optimal Conditions
Maize,13.47,81.49,137.67,19.97,6.94,63.2,63.4,19.3,61.5,At Risk,Moderate,Temperature Deviation
Maize,27.91,71.06,102.97,8.06,5.89,139.5,18.3,34.0,98.0,Healthy,Low,Optimal Conditions
Maize,23.28,59.2,89.86,12.14,7.46,24.2,35.6,77.6,98.0,Healthy,Low,Optimal Conditions
Maize,20.9,87.13,59.1,26.33,6.52,70.7,41.8,17.8,81.3,Healthy,Low,Humidity Deviation
Maize,29.76,72.47,79.76,13.82,7.33,73.0,11.4,22.8,98.0,Healthy,Low,Optimal Conditions
Maize,33.03,83.27,155.29,25.36,5.8,22.4,48.4,68.9,63.7,At Risk,Moderate,Humidity Deviation
Maize,21.25,66.72,105.86,19.9,7.12,115.2,59.3,118.5,98.0,Healthy,Low,Optimal Conditions
Maize,29.98,40.85,128.29,12.88,6.97,44.7,45.3,21.8,80.3,Healthy,Low,Humidity Deviation
Maize,39.52,89.22,6.19,44.82,6.26,54.2,23.6,50.2,5.0,High Risk,High,Temperature Deviation
Maize,32.65,44.85,72.6,10.72,6.42,97.6,76.4,20.2,77.2,Healthy,Low,Humidity Deviation
Maize,42.67,15.22,199.02,54.52,6.17,21.2,60.1,88.9,5.0,High Risk,High,Temperature Deviation
Maize,19.23,75.46,77.09,22.78,6.23,40.5,28.1,75.4,96.6,Healthy,Low,Optimal Conditions
Maize,25.15,58.41,99.77,17.79,5.92,79.0,88.0,50.0,98.0,Healthy,Low,Optimal Conditions
Maize,19.89,93.7,75.11,17.87,5.96,116.9,39.4,48.3,71.5,At Risk,Moderate,Humidity Deviation
Maize,11.78,13.14,0.66,40.7,7.65,62.0,46.2,29.0,5.0,High Risk,High,Rainfall Deviation
Maize,27.75,66.41,105.64,7.25,6.67,50.4,28.2,16.2,98.0,Healthy,Low,Optimal Conditions
Maize,23.09,57.34,119.15,9.63,5.61,43.9,57.0,21.7,98.0,Healthy,Low,Optimal Conditions
Maize,33.86,96.0,4.14,26.86,6.6,51.2,57.0,42.4,20.5,High Risk,High,Rainfall Deviation
Maize,37.68,20.1,290.16,29.96,6.84,65.8,86.5,49.6,5.0,High Risk,High,Rainfall Deviation
Maize,11.01,19.58,242.42,58.74,5.53,22.7,14.5,20.5,5.0,High Risk,High,Rainfall Deviation
Maize,6.92,19.75,238.8,57.47,7.54,106.5,71.3,24.6,5.0,High Risk,High,Temperature Deviation
Maize,28.54,52.35,38.43,17.33,6.32,36.7,11.8,106.3,84.2,Healthy,Low,Rainfall Deviation
Maize,25.32,50.38,82.65,16.33,5.75,98.2,67.0,87.2,94.5,Healthy,Low,Humidity Deviation
Maize,22.52,74.12,115.4,11.86,7.33,74.3,44.0,31.5,98.0,Healthy,Low,Optimal Conditions
Maize,25.37,55.45,86.65,16.72,6.93,96.2,82.8,16.9,98.0,Healthy,Low,Optimal Conditions
Maize,15.64,84.8,135.32,27.97,5.61,123.1,57.6,50.2,64.9,At Risk,Moderate,Temperature Deviation
Maize,12.27,11.44,3.57,39.2,6.93,28.1,57.5,96.1,5.0,High Risk,High,Rainfall Deviation
Maize,17.72,20.26,5.42,36.01,5.78,134.3,45.5,33.3,28.7,High Risk,High,Rainfall Deviation
Maize,22.81,74.99,76.08,9.93,6.88,55.3,27.3,31.7,98.0,Healthy,Low,Optimal Conditions
Maize,21.06,55.37,108.28,7.07,7.16,115.7,53.0,47.5,98.0,Healthy,Low,Optimal Conditions
Maize,27.37,67.03,99.33,5.13,7.53,28.0,39.3,57.3,98.0,Healthy,Low,Optimal Conditions
Maize,24.97,70.06,109.4,18.19,6.47,95.7,16.4,66.2,98.0,Healthy,Low,Optimal Conditions
Maize,23.7,61.59,85.41,13.57,7.47,67.3,88.5,94.7,98.0,Healthy,Low,Optimal Conditions
Maize,33.77,55.99,114.76,16.09,7.37,54.0,64.9,85.8,84.9,Healthy,Low,Temperature Deviation
Maize,20.35,63.18,77.35,17.13,7.22,74.8,58.5,78.4,98.0,Healthy,Low,Optimal Conditions
Maize,13.54,93.46,190.94,39.27,6.86,112.2,86.9,67.5,19.6,High Risk,High,Humidity Deviation
Maize,24.41,64.58,113.82,10.92,7.59,78.2,87.9,15.9,98.0,Healthy,Low,Optimal Conditions
Maize,12.71,20.61,187.63,29.76,6.49,45.7,14.8,49.2,21.9,High Risk,High,Humidity Deviation
Maize,27.1,65.67,68.63,5.14,7.24,41.1,58.5,50.4,98.0,Healthy,Low,Optimal Conditions
Maize,29.34,50.74,97.69,16.45,5.31,65.1,15.1,110.9,94.9,Healthy,Low,Humidity Deviation
Maize,24.59,62.0,97.65,16.77,6.86,109.8,82.5,105.7,98.0,Healthy,Low,Optimal Conditions
Maize,21.44,92.42,71.37,21.56,6.96,126.0,49.7,47.9,73.9,At Risk,Moderate,Humidity Deviation
Maize,22.79,83.94,122.57,19.34,5.67,116.8,50.8,117.6,85.7,Healthy,Low,Humidity Deviation
Maize,24.81,63.96,67.25,11.39,5.99,39.2,32.6,39.5,98.0,Healthy,Low,Optimal Conditions
Maize,27.02,56.42,39.16,15.53,5.72,134.9,78.4,39.2,87.8,Healthy,Low,Rainfall Deviation
Maize,22.1,64.84,61.18,15.07,6.56,127.8,23.2,99.4,98.0,Healthy,Low,Optimal Conditions
Maize,21.08,46.44,111.0,25.51,6.11,33.3,32.3,96.0,89.7,Healthy,Low,Humidity Deviation
Maize,28.12,61.39,69.81,11.54,6.39,21.9,19.4,34.4,98.0,Healthy,Low,Optimal Conditions
Maize,23.42,74.29,90.55,14.41,6.16,58.8,11.9,67.5,98.0,Healthy,Low,Optimal Conditions
Maize,33.02,73.02,144.96,19.13,7.14,24.9,19.8,36.3,79.6,Healthy,Low,Temperature Deviation
Maize,28.46,61.93,99.28,15.64,6.71,62.9,56.2,50.9,98.0,Healthy,Low,Optimal Conditions
Maize,29.93,57.54,64.34,18.18,6.02,98.0,36.3,56.1,98.0,Healthy,Low,Optimal Conditions
Maize,23.43,63.21,103.22,12.67,7.56,25.0,50.2,76.3,98.0,Healthy,Low,Optimal Conditions
Maize,11.52,88.09,0.19,42.92,7.68,98.3,14.9,70.2,5.0,High Risk,High,Rainfall Deviation
Maize,18.37,88.32,65.54,21.13,7.26,123.3,59.2,16.3,74.3,At Risk,Moderate,Humidity Deviation
Maize,20.52,58.09,42.52,30.17,6.64,38.5,73.5,111.1,89.8,Healthy,Low,Rainfall Deviation
Maize,28.17,73.66,116.3,18.71,6.61,62.7,10.6,21.4,98.0,Healthy,Low,Optimal Conditions
Maize,23.99,58.69,83.73,7.62,7.34,55.8,57.9,67.8,98.0,Healthy,Low,Optimal Conditions
Maize,29.42,65.54,79.5,7.37,6.11,22.5,39.1,70.8,98.0,Healthy,Low,Optimal Conditions
Maize,12.14,96.06,276.6,27.93,6.46,81.7,76.3,61.6,5.0,High Risk,High,Rainfall Deviation
Maize,35.7,35.73,77.4,28.64,6.16,33.0,43.7,91.3,54.1,At Risk,Moderate,Humidity Deviation
Maize,22.06,57.95,107.82,5.94,6.95,64.0,70.5,116.3,98.0,Healthy,Low,Optimal Conditions
Maize,23.14,71.2,75.97,8.23,7.28,138.4,54.6,44.2,98.0,Healthy,Low,Optimal Conditions
Maize,21.7,70.24,106.41,18.13,5.36,87.4,27.1,50.8,98.0,Healthy,Low,Optimal Conditions
Maize,18.91,94.81,71.97,22.57,5.46,34.0,57.7,43.9,66.5,At Risk,Moderate,Humidity Deviation
Maize,24.3,66.09,79.72,15.81,6.85,59.9,70.4,83.1,98.0,Healthy,Low,Optimal Conditions
Maize,17.68,58.21,117.82,24.13,6.93,87.0,60.0,25.1,91.9,Healthy,Low,Temperature Deviation
Maize,5.24,23.98,2.51,47.05,6.12,56.1,56.3,67.3,5.0,High Risk,High,Temperature Deviation
Maize,32.22,49.28,60.52,23.17,6.0,102.1,73.6,26.9,84.3,Healthy,Low,Temperature Deviation
Maize,18.23,84.48,109.11,25.62,6.17,120.0,46.3,90.6,79.6,Healthy,Low,Humidity Deviation
Maize,28.46,69.71,72.7,7.18,6.06,137.1,30.5,62.9,98.0,Healthy,Low,Optimal Conditions
Maize,23.97,66.43,117.19,12.75,7.27,85.7,13.3,48.1,98.0,Healthy,Low,Optimal Conditions
Maize,24.63,45.72,68.05,26.32,7.07,41.4,76.0,44.0,88.9,Healthy,Low,Humidity Deviation
Maize,18.94,92.65,280.33,52.45,7.13,106.7,26.4,50.5,5.0,High Risk,High,Rainfall Deviation
Maize,31.15,50.91,25.22,18.34,5.38,32.2,58.1,106.8,70.2,At Risk,Moderate,Rainfall Deviation
Maize,24.51,73.22,108.86,12.8,7.15,82.7,22.6,28.1,98.0,Healthy,Low,Optimal Conditions
Maize,23.51,73.61,107.98,11.49,6.48,51.9,66.3,99.3,98.0,Healthy,Low,Optimal Conditions
Maize,20.42,67.48,93.75,11.03,6.85,86.1,30.0,56.8,98.0,Healthy,Low,Optimal Conditions
Maize,28.8,74.22,113.58,15.79,6.7,102.7,85.1,41.2,98.0,Healthy,Low,Optimal Conditions
Maize,28.29,89.72,63.13,23.58,6.27,43.8,86.9,68.7,77.9,Healthy,Low,Humidity Deviation
Maize,19.98,49.75,75.61,28.0,6.84,57.2,62.5,37.1,93.6,Healthy,Low,Humidity Deviation
Maize,22.4,66.14,66.49,19.0,6.1,46.3,49.7,44.1,98.0,Healthy,Low,Optimal Conditions
Maize,27.21,39.03,96.26,14.4,5.86,115.8,55.1,15.6,80.8,Healthy,Low,Humidity Deviation
Maize,24.08,57.28,100.57,15.53,7.03,107.4,10.0,115.2,98.0,Healthy,Low,Optimal Conditions
Maize,13.26,93.29,268.65,30.36,6.51,69.6,80.1,28.2,9.0,High Risk,High,Rainfall Deviation
Maize,36.29,17.52,208.99,57.97,5.45,68.3,11.9,49.6,5.0,High Risk,High,Humidity Deviation
Maize,23.66,78.18,84.37,19.93,6.5,82.5,45.9,41.9,95.2,Healthy,Low,Optimal Conditions
Maize,20.99,70.15,73.41,5.84,7.21,38.5,60.0,50.6,98.0,Healthy,Low,Optimal Conditions
Maize,24.14,55.3,110.46,12.7,5.63,48.4,45.8,34.8,98.0,Healthy,Low,Optimal Conditions
Maize,25.34,71.65,84.11,15.75,7.4,46.0,74.6,94.5,98.0,Healthy,Low,Optimal Conditions
Maize,29.9,60.25,75.29,16.58,6.34,59.7,24.3,95.4,98.0,Healthy,Low,Optimal Conditions
Maize,25.86,81.84,48.94,25.83,6.11,54.8,53.3,17.5,83.3,Healthy,Low,Humidity Deviation
Maize,24.18,73.86,103.29,6.32,7.33,107.9,58.9,101.1,98.0,Healthy,Low,Optimal Conditions
Maize,22.22,65.24,92.93,13.07,6.66,133.8,82.2,107.0,98.0,Healthy,Low,Optimal Conditions
Maize,29.88,21.87,269.76,51.8,6.48,125.7,41.8,43.2,5.0,High Risk,High,Rainfall Deviation
Maize,27.13,66.1,114.25,14.03,6.48,114.3,85.8,52.4,98.0,Healthy,Low,Optimal Conditions
Maize,26.16,64.98,119.35,11.94,5.48,137.3,77.5,33.7,98.0,Healthy,Low,Optimal Conditions
Maize,13.79,16.62,266.65,59.16,6.05,75.3,63.9,71.9,5.0,High Risk,High,Rainfall Deviation
Maize,34.19,19.06,282.75,44.63,5.85,118.7,33.6,89.1,5.0,High Risk,High,Rainfall Deviation
Maize,24.73,44.44,43.58,16.27,6.51,83.8,74.4,98.1,77.7,Healthy,Low,Humidity Deviation
Maize,34.79,79.62,130.77,30.3,5.44,23.5,24.3,118.6,70.3,At Risk,Moderate,Temperature Deviation
Maize,23.09,90.49,148.13,31.97,5.86,107.2,40.2,15.9,67.4,At Risk,Moderate,Humidity Deviation
Maize,24.61,64.77,61.35,15.3,6.01,87.2,34.1,32.5,98.0,Healthy,Low,Optimal Conditions
Maize,22.32,65.7,71.93,12.63,5.68,100.5,70.3,26.6,98.0,Healthy,Low,Optimal Conditions
Maize,21.49,83.26,73.85,18.26,7.66,23.6,89.9,80.5,87.6,Healthy,Low,Humidity Deviation
Maize,35.37,52.92,102.92,25.96,5.85,20.1,67.2,33.0,76.0,Healthy,Low,Temperature Deviation
Maize,22.38,62.6,88.55,5.67,7.63,105.9,35.9,48.5,98.0,Healthy,Low,Optimal Conditions
Maize,26.26,57.93,71.34,17.89,5.92,65.6,79.7,84.6,98.0,Healthy,Low,Optimal Conditions
Maize,26.84,55.39,104.14,12.31,7.25,134.6,84.1,110.5,98.0,Healthy,Low,Optimal Conditions
Maize,22.67,82.4,130.98,18.72,5.49,64.8,65.1,85.5,85.2,Healthy,Low,Humidity Deviation
Maize,20.08,70.06,66.38,6.24,5.31,71.9,50.3,82.0,98.0,Healthy,Low,Optimal Conditions
Maize,27.1,58.39,109.92,13.58,6.7,45.2,15.9,63.8,98.0,Healthy,Low,Optimal Conditions
Maize,18.89,92.18,76.42,16.34,5.68,85.3,52.6,23.0,70.3,At Risk,Moderate,Humidity Deviation
Maize,18.34,44.78,113.54,31.25,7.3,54.2,39.1,63.8,81.9,Healthy,Low,Humidity Deviation
Maize,45.41,11.17,2.27,40.43,6.82,112.9,12.7,77.3,5.0,High Risk,High,Temperature Deviation
Maize,23.46,61.96,88.14,10.01,5.56,37.5,12.7,64.4,98.0,Healthy,Low,Optimal Conditions
Maize,9.45,14.65,192.83,42.75,7.19,125.8,77.1,76.1,5.0,High Risk,High,Temperature Deviation
Maize,26.61,69.2,60.64,11.59,7.32,78.8,34.9,106.5,98.0,Healthy,Low,Optimal Conditions
Maize,22.06,68.75,81.15,15.7,5.68,50.3,22.5,115.1,98.0,Healthy,Low,Optimal Conditions
Maize,23.37,55.28,69.21,11.32,5.46,81.3,46.4,95.6,98.0,Healthy,Low,Optimal Conditions
Maize,31.03,37.45,110.53,15.32,6.26,22.3,71.8,32.9,74.8,At Risk,Moderate,Humidity Deviation
Maize,26.54,70.48,108.83,12.4,5.79,108.5,66.0,40.9,98.0,Healthy,Low,Optimal Conditions
Maize,12.7,91.2,7.22,34.76,6.43,130.1,41.0,74.1,19.4,High Risk,High,Rainfall Deviation
Maize,35.58,15.78,6.88,35.02,5.78,132.4,11.5,61.0,16.7,High Risk,High,Rainfall Deviation
